user_id,restaurant_id,order_date,year,month,day,sales_qty,total_orders,sales_amount,total_sales,currency
63393,511269,2017-10-05,2017,10,5,48,48,21000,21000,INR
44436,201612,2017-10-05,2017,10,5,1,1,46,46,INR
92025,116524,2017-10-05,2017,10,5,1,1,74,74,INR
46418,447695,2017-10-05,2017,10,5,1,1,1792,1792,INR
68268,455071,2017-10-05,2017,10,5,2,2,2389,2389,INR
94188,504215,2017-10-05,2017,10,5,3,3,6241,6241,INR
247,463022,2017-10-05,2017,10,5,84,84,23222,23222,INR
58299,498191,2017-10-05,2017,10,5,1,1,93,93,INR
10653,336591,2017-10-05,2017,10,5,20,20,4356,4356,INR
82581,512952,2017-10-05,2017,10,5,1,1,185,185,INR
98135,518735,2017-10-05,2017,10,5,1,1,46,46,INR
12290,308322,2017-10-05,2017,10,5,1,1,32,32,INR
31602,45503,2017-10-05,2017,10,5,44,44,3338,3338,INR
50168,185073,2017-10-05,2017,10,5,1,1,56,56,INR
72367,412266,2017-10-05,2017,10,5,11,11,1824,1824,INR
87073,153893,2017-10-05,2017,10,5,1,1,51,51,INR
41333,76560,2017-10-05,2017,10,5,1,1,194,194,INR
16369,466742,2017-10-05,2017,10,5,30,30,2810,2810,INR
41554,414330,2017-10-05,2017,10,5,1,1,69,69,INR
47134,379681,2017-10-05,2017,10,5,1,1,65,65,INR
45248,137007,2017-10-05,2017,10,5,1,1,130,130,INR
75306,455050,2017-10-05,2017,10,5,1,1,269,269,INR
77656,258591,2017-10-05,2017,10,5,1,1,315,315,INR
48260,535541,2017-10-05,2017,10,5,1,1,93,93,INR
23003,104861,2017-10-05,2017,10,5,1,1,93,93,INR
30883,568051,2017-10-05,2017,10,5,1,1,74,74,INR
92024,319744,2017-10-05,2017,10,5,1,1,102,102,INR
49136,10855,2017-10-05,2017,10,5,1,1,83,83,INR
25207,422698,2017-10-05,2017,10,5,1,1,134,134,INR
47243,312097,2017-10-05,2017,10,5,1,1,120,120,INR
87810,368686,2017-10-05,2017,10,5,1,1,65,65,INR
40988,424099,2017-10-05,2017,10,5,1,1,32,32,INR
33023,326028,2017-10-05,2017,10,5,1,1,83,83,INR
74220,111746,2017-10-05,2017,10,5,3,3,407,407,INR
67386,495322,2017-10-05,2017,10,5,1,1,102,102,INR
774,549330,2017-10-05,2017,10,5,1,1,65,65,INR
22907,530039,2017-10-05,2017,10,5,7,7,1255,1255,INR
30166,50343,2017-10-05,2017,10,5,1,1,79,79,INR
83235,552071,2017-10-05,2017,10,5,2,2,866,866,INR
30165,55938,2017-10-05,2017,10,5,1,1,93,93,INR
72019,455534,2017-10-05,2017,10,5,1,1,51,51,INR
85841,501793,2017-10-05,2017,10,5,1,1,93,93,INR
34643,474860,2017-10-05,2017,10,5,1,1,144,144,INR
94187,453714,2017-10-05,2017,10,5,1,1,144,144,INR
49615,465822,2017-10-05,2017,10,5,1,1,69,69,INR
42169,562737,2017-10-05,2017,10,5,1,1,125,125,INR
2126,25923,2017-10-05,2017,10,5,4,4,4250,4250,INR
43973,75141,2017-10-05,2017,10,5,1,1,1324,1324,INR
77216,465187,2017-10-05,2017,10,5,13,13,17287,17287,INR
90804,110695,2017-10-05,2017,10,5,1,1,2120,2120,INR
92185,564602,2017-10-05,2017,10,5,1,1,495,495,INR
63192,561338,2017-10-05,2017,10,5,5,5,6014,6014,INR
97160,323879,2017-10-05,2017,10,5,6,6,8407,8407,INR
41904,205535,2017-10-05,2017,10,5,8,8,10324,10324,INR
20545,527818,2017-10-05,2017,10,5,4,4,4083,4083,INR
35922,552896,2017-10-05,2017,10,5,53,53,48269,48269,INR
67001,239482,2017-10-05,2017,10,5,5,5,12440,12440,INR
7959,457879,2017-10-05,2017,10,5,1,1,2185,2185,INR
60686,368082,2017-10-05,2017,10,5,5,5,7213,7213,INR
16434,74686,2017-10-05,2017,10,5,4,4,5384,5384,INR
81577,549843,2017-10-05,2017,10,5,1,1,338,338,INR
68040,368089,2017-10-05,2017,10,5,40,40,34634,34634,INR
42450,535447,2017-10-05,2017,10,5,1,1,856,856,INR
97438,548534,2017-10-05,2017,10,5,1,1,801,801,INR
76228,271964,2017-10-06,2017,10,6,1,1,505,505,INR
58053,146135,2017-10-06,2017,10,6,1,1,505,505,INR
5758,492152,2017-10-06,2017,10,6,4,4,8384,8384,INR
9904,577524,2017-10-06,2017,10,6,1,1,3287,3287,INR
13944,531687,2017-10-06,2017,10,6,13,13,41880,41880,INR
92515,428627,2017-10-06,2017,10,6,3,3,8713,8713,INR
71522,84146,2017-10-06,2017,10,6,13,13,30528,30528,INR
20931,473959,2017-10-06,2017,10,6,14,14,21218,21218,INR
86424,511702,2017-10-06,2017,10,6,2,2,4569,4569,INR
31427,479819,2017-10-06,2017,10,6,14,14,7921,7921,INR
43482,505356,2017-10-06,2017,10,6,2,2,6361,6361,INR
12455,503647,2017-10-06,2017,10,6,1,1,523,523,INR
91575,535699,2017-10-06,2017,10,6,1,1,227,227,INR
24236,570036,2017-10-06,2017,10,6,4,4,1565,1565,INR
79114,434263,2017-10-06,2017,10,6,11,11,3870,3870,INR
31514,573988,2017-10-06,2017,10,6,6,6,3185,3185,INR
32184,255814,2017-10-06,2017,10,6,11,11,5023,5023,INR
47232,135778,2017-10-06,2017,10,6,115,115,48264,48264,INR
507,385668,2017-10-06,2017,10,6,3,3,833,833,INR
34965,541733,2017-10-06,2017,10,6,107,107,26926,26926,INR
28917,134415,2017-10-06,2017,10,6,1,1,190,190,INR
16724,374010,2017-10-06,2017,10,6,1,1,417,417,INR
14081,527590,2017-10-06,2017,10,6,5,5,2421,2421,INR
29692,324180,2017-10-06,2017,10,6,25,25,1764,1764,INR
35247,447814,2017-10-06,2017,10,6,400,400,43560,43560,INR
58398,492705,2017-10-06,2017,10,6,1,1,144,144,INR
97113,476474,2017-10-06,2017,10,6,7,7,1667,1667,INR
83040,342426,2017-10-06,2017,10,6,7,7,1704,1704,INR
92719,168258,2017-10-06,2017,10,6,1,1,398,398,INR
62966,471589,2017-10-06,2017,10,6,1,1,222,222,INR
98089,435863,2017-10-06,2017,10,6,5,5,6662,6662,INR
75664,231872,2017-10-06,2017,10,6,3,3,5417,5417,INR
87057,550044,2017-10-06,2017,10,6,6,6,1366,1366,INR
315,526205,2017-10-06,2017,10,6,1,1,292,292,INR
54056,464505,2017-10-06,2017,10,6,90,90,23958,23958,INR
27447,527044,2017-10-06,2017,10,6,1,1,222,222,INR
30085,572501,2017-10-06,2017,10,6,1,1,394,394,INR
91624,526280,2017-10-06,2017,10,6,4,4,1546,1546,INR
6030,526285,2017-10-06,2017,10,6,1,1,449,449,INR
98803,526283,2017-10-06,2017,10,6,6,6,2505,2505,INR
57545,526284,2017-10-06,2017,10,6,1,1,176,176,INR
860,524768,2017-10-06,2017,10,6,1,1,93,93,INR
4687,466251,2017-10-06,2017,10,6,1,1,139,139,INR
13861,433379,2017-10-06,2017,10,6,1,1,111,111,INR
56293,566247,2017-10-06,2017,10,6,1,1,56,56,INR
21053,98414,2017-10-06,2017,10,6,1,1,282,282,INR
29910,10162,2017-10-06,2017,10,6,1,1,56,56,INR
27074,17892,2017-10-06,2017,10,6,6,6,852,852,INR
93523,306441,2017-10-06,2017,10,6,1,1,250,250,INR
39235,436325,2017-10-06,2017,10,6,20,20,3407,3407,INR
74925,355759,2017-10-06,2017,10,6,5,5,2616,2616,INR
31478,436948,2017-10-06,2017,10,6,1,1,83,83,INR
24577,560685,2017-10-06,2017,10,6,1,1,60,60,INR
79570,42352,2017-10-06,2017,10,6,2,2,917,917,INR
58283,378734,2017-10-06,2017,10,6,7,7,3171,3171,INR
45818,536690,2017-10-06,2017,10,6,2,2,704,704,INR
10074,391735,2017-10-06,2017,10,6,12,12,3269,3269,INR
26899,284783,2017-10-06,2017,10,6,1,1,208,208,INR
65716,545135,2017-10-06,2017,10,6,24,24,24875,24875,INR
73947,275050,2017-10-06,2017,10,6,3,3,690,690,INR
16268,304472,2017-10-06,2017,10,6,1,1,116,116,INR
80925,531070,2017-10-06,2017,10,6,1,1,556,556,INR
96607,223206,2017-10-06,2017,10,6,2,2,2620,2620,INR
79276,464096,2017-10-06,2017,10,6,1,1,190,190,INR
65996,160899,2017-10-06,2017,10,6,1,1,185,185,INR
22599,344209,2017-10-06,2017,10,6,2,2,3120,3120,INR
65888,552766,2017-10-06,2017,10,6,1,1,1389,1389,INR
67437,5744,2017-10-06,2017,10,6,3,3,2009,2009,INR
7418,418046,2017-10-06,2017,10,6,13,13,11796,11796,INR
75194,77619,2017-10-06,2017,10,6,1,1,102,102,INR
55930,415907,2017-10-06,2017,10,6,1,1,472,472,INR
28258,358139,2017-10-06,2017,10,6,1,1,407,407,INR
92484,563196,2017-10-06,2017,10,6,1,1,644,644,INR
54776,547345,2017-10-06,2017,10,6,1,1,287,287,INR
86321,543875,2017-10-06,2017,10,6,32,32,1963,1963,INR
63400,572589,2017-10-06,2017,10,6,2,2,97,97,INR
15632,571254,2017-10-06,2017,10,6,13,13,898,898,INR
70751,396066,2017-10-06,2017,10,6,5,5,380,380,INR
53655,459728,2017-10-06,2017,10,6,21,21,1778,1778,INR
8403,520450,2017-10-06,2017,10,6,1,1,65,65,INR
60861,482868,2017-10-06,2017,10,6,60,60,5255,5255,INR
5827,155523,2017-10-06,2017,10,6,22,22,2111,2111,INR
58458,39073,2017-10-06,2017,10,6,1,1,65,65,INR
75730,15806,2017-10-06,2017,10,6,1,1,120,120,INR
20910,338428,2017-10-06,2017,10,6,1,1,185,185,INR
95866,35537,2017-10-06,2017,10,6,44,44,4588,4588,INR
24698,3916,2017-10-06,2017,10,6,1,1,65,65,INR
63356,552790,2017-10-06,2017,10,6,1,1,134,134,INR
34221,508999,2017-10-06,2017,10,6,1,1,315,315,INR
70415,390369,2017-10-06,2017,10,6,6,6,4829,4829,INR
62,258691,2017-10-06,2017,10,6,1,1,185,185,INR
74322,550406,2017-10-06,2017,10,6,1,1,222,222,INR
62791,123616,2017-10-06,2017,10,6,1,1,102,102,INR
61695,464394,2017-10-06,2017,10,6,1,1,83,83,INR
68346,571709,2017-10-06,2017,10,6,1,1,116,116,INR
90460,59858,2017-10-06,2017,10,6,2,2,366,366,INR
53509,505899,2017-10-06,2017,10,6,3,3,407,407,INR
17425,347634,2017-10-06,2017,10,6,1,1,51,51,INR
55155,450771,2017-10-06,2017,10,6,1,1,120,120,INR
28996,512415,2017-10-06,2017,10,6,1,1,227,227,INR
2599,514474,2017-10-06,2017,10,6,1,1,259,259,INR
56865,531531,2017-10-06,2017,10,6,1,1,315,315,INR
48310,168115,2017-10-06,2017,10,6,1,1,213,213,INR
17118,539454,2017-10-06,2017,10,6,1,1,394,394,INR
76970,543317,2017-10-06,2017,10,6,1,1,190,190,INR
42851,406647,2017-10-06,2017,10,6,1,1,153,153,INR
25486,452689,2017-10-06,2017,10,6,1,1,97,97,INR
89543,496222,2017-10-06,2017,10,6,1,1,37,37,INR
82506,541893,2017-10-06,2017,10,6,1,1,144,144,INR
42480,92480,2017-10-06,2017,10,6,1,1,144,144,INR
39743,263837,2017-10-06,2017,10,6,1,1,213,213,INR
86411,15121,2017-10-06,2017,10,6,1,1,32,32,INR
27078,391954,2017-10-06,2017,10,6,1,1,208,208,INR
89145,426904,2017-10-06,2017,10,6,1,1,125,125,INR
29363,423929,2017-10-06,2017,10,6,1,1,509,509,INR
58478,51897,2017-10-06,2017,10,6,2,2,1421,1421,INR
27869,503191,2017-10-06,2017,10,6,3,3,2889,2889,INR
30965,416565,2017-10-06,2017,10,6,1,1,231,231,INR
62769,438211,2017-10-06,2017,10,6,1,1,574,574,INR
21529,192258,2017-10-06,2017,10,6,1,1,991,991,INR
2182,79634,2017-10-06,2017,10,6,7,7,8644,8644,INR
60521,445584,2017-10-06,2017,10,6,1,1,1333,1333,INR
77387,36271,2017-10-06,2017,10,6,1,1,329,329,INR
89602,481314,2017-10-06,2017,10,6,3,3,4329,4329,INR
19792,305280,2017-10-06,2017,10,6,7,7,8847,8847,INR
40225,141904,2017-10-06,2017,10,6,1,1,824,824,INR
96262,465502,2017-10-06,2017,10,6,20,20,32398,32398,INR
46500,205668,2017-10-06,2017,10,6,80,80,89338,89338,INR
33590,532171,2017-10-06,2017,10,6,9,9,9532,9532,INR
12323,404603,2017-10-06,2017,10,6,13,13,28269,28269,INR
59172,180277,2017-10-06,2017,10,6,7,7,18523,18523,INR
24415,174547,2017-10-06,2017,10,6,1,1,1051,1051,INR
37658,412888,2017-10-06,2017,10,6,1,1,1458,1458,INR
42709,513104,2017-10-06,2017,10,6,3,3,9528,9528,INR
45054,65028,2017-10-06,2017,10,6,23,23,45981,45981,INR
7089,83795,2017-10-06,2017,10,6,1,1,417,417,INR
24758,122597,2017-10-06,2017,10,6,1,1,662,662,INR
18259,441048,2017-10-06,2017,10,6,2,2,2245,2245,INR
67103,76112,2017-10-06,2017,10,6,3,3,3569,3569,INR
91920,448662,2017-10-06,2017,10,6,3,3,4097,4097,INR
19129,548265,2017-10-06,2017,10,6,1,1,1352,1352,INR
71571,380960,2017-10-06,2017,10,6,1,1,282,282,INR
15944,436621,2017-10-06,2017,10,6,1,1,1602,1602,INR
63095,456552,2017-10-06,2017,10,6,3,3,6963,6963,INR
64709,251997,2017-10-06,2017,10,6,1,1,523,523,INR
31329,544297,2017-10-06,2017,10,6,1,1,1616,1616,INR
94734,n/a,2017-10-06,2017,10,6,3,12889,5037,22305741,INR
41882,368328,2017-10-09,2017,10,9,1,1,185,185,INR
62918,174578,2017-10-09,2017,10,9,1,1,185,185,INR
69269,510857,2017-10-09,2017,10,9,1,1,1606,1606,INR
68534,548017,2017-10-09,2017,10,9,1,1,301,301,INR
92116,523638,2017-10-09,2017,10,9,1,1,583,583,INR
10182,38056,2017-10-09,2017,10,9,5,5,2366,2366,INR
67464,38057,2017-10-09,2017,10,9,1,1,287,287,INR
49616,481956,2017-10-09,2017,10,9,48,48,17926,17926,INR
66347,566569,2017-10-09,2017,10,9,33,33,2014,2014,INR
5842,324187,2017-10-09,2017,10,9,58,58,5361,5361,INR
14319,295516,2017-10-09,2017,10,9,1,1,333,333,INR
89265,551122,2017-10-09,2017,10,9,7,7,3051,3051,INR
65928,209536,2017-10-09,2017,10,9,1,1,704,704,INR
59877,168297,2017-10-09,2017,10,9,7,7,1704,1704,INR
87959,450265,2017-10-09,2017,10,9,1,1,380,380,INR
87775,240864,2017-10-09,2017,10,9,1,1,1139,1139,INR
52721,526209,2017-10-09,2017,10,9,20,20,5019,5019,INR
11416,556915,2017-10-09,2017,10,9,1,1,9,9,INR
44105,556910,2017-10-09,2017,10,9,1,1,222,222,INR
98156,345723,2017-10-09,2017,10,9,1,1,194,194,INR
72693,237536,2017-10-09,2017,10,9,1,1,167,167,INR
73738,315608,2017-10-09,2017,10,9,2,2,1319,1319,INR
89770,354761,2017-10-09,2017,10,9,1,1,106,106,INR
3222,220046,2017-10-09,2017,10,9,5,5,2074,2074,INR
7077,353679,2017-10-09,2017,10,9,13,13,2194,2194,INR
58229,306906,2017-10-09,2017,10,9,1,1,356,356,INR
82570,544580,2017-10-09,2017,10,9,1,1,46,46,INR
51275,19205,2017-10-09,2017,10,9,5,5,963,963,INR
90460,21775,2017-10-09,2017,10,9,8,8,4190,4190,INR
83984,539685,2017-10-09,2017,10,9,1,1,93,93,INR
42651,558222,2017-10-09,2017,10,9,1,1,245,245,INR
39345,145379,2017-10-09,2017,10,9,1,1,551,551,INR
32341,491552,2017-10-09,2017,10,9,12,12,3778,3778,INR
34268,34958,2017-10-09,2017,10,9,1,1,417,417,INR
86231,450287,2017-10-09,2017,10,9,1,1,46,46,INR
37090,521090,2017-10-09,2017,10,9,1,1,255,255,INR
39644,240006,2017-10-09,2017,10,9,1,1,74,74,INR
43693,14586,2017-10-09,2017,10,9,7,7,6829,6829,INR
57679,432710,2017-10-09,2017,10,9,1,1,185,185,INR
61975,578855,2017-10-09,2017,10,9,1,1,0,0,INR
51374,329361,2017-10-09,2017,10,9,1,1,1431,1431,INR
18284,556261,2017-10-09,2017,10,9,1,1,185,185,INR
93625,527578,2017-10-09,2017,10,9,1,1,431,431,INR
2038,423191,2017-10-09,2017,10,9,1,1,977,977,INR
89188,466383,2017-10-09,2017,10,9,1,1,315,315,INR
67295,87321,2017-10-09,2017,10,9,1,1,949,949,INR
516,467283,2017-10-09,2017,10,9,3,3,1727,1727,INR
46451,6307,2017-10-09,2017,10,9,1,1,162,162,INR
14219,309339,2017-10-09,2017,10,9,1,1,194,194,INR
66985,455046,2017-10-09,2017,10,9,1,1,343,343,INR
46465,290338,2017-10-09,2017,10,9,2,2,1019,1019,INR
77154,330047,2017-10-09,2017,10,9,267,267,20046,20046,INR
69556,208971,2017-10-09,2017,10,9,7,7,1074,1074,INR
89093,532539,2017-10-09,2017,10,9,667,667,51356,51356,INR
50583,510082,2017-10-09,2017,10,9,10,10,630,630,INR
15069,504488,2017-10-09,2017,10,9,1,1,37,37,INR
8102,569182,2017-10-09,2017,10,9,715,715,50361,50361,INR
75016,372280,2017-10-09,2017,10,9,32,32,2782,2782,INR
99728,391851,2017-10-09,2017,10,9,52,52,4551,4551,INR
11115,72204,2017-10-09,2017,10,9,60,60,5255,5255,INR
14968,494959,2017-10-09,2017,10,9,80,80,12833,12833,INR
2651,459731,2017-10-09,2017,10,9,1,1,106,106,INR
62292,393607,2017-10-09,2017,10,9,1,1,120,120,INR
51809,341712,2017-10-09,2017,10,9,24,24,6065,6065,INR
52179,258546,2017-10-09,2017,10,9,5,5,1231,1231,INR
37248,145930,2017-10-09,2017,10,9,33,33,4852,4852,INR
50596,34444,2017-10-09,2017,10,9,9,9,963,963,INR
43577,75101,2017-10-09,2017,10,9,1,1,264,264,INR
88238,492306,2017-10-09,2017,10,9,1,1,93,93,INR
62156,545679,2017-10-09,2017,10,9,1,1,74,74,INR
29157,555977,2017-10-09,2017,10,9,1,1,481,481,INR
86983,298218,2017-10-09,2017,10,9,1,1,194,194,INR
39,40118,2017-10-09,2017,10,9,1,1,931,931,INR
43866,516526,2017-10-09,2017,10,9,1,1,116,116,INR
48738,120155,2017-10-09,2017,10,9,1,1,134,134,INR
58913,114637,2017-10-09,2017,10,9,1,1,120,120,INR
22228,515480,2017-10-09,2017,10,9,1,1,69,69,INR
93722,398138,2017-10-09,2017,10,9,1,1,51,51,INR
9227,360388,2017-10-09,2017,10,9,1,1,486,486,INR
49111,394846,2017-10-09,2017,10,9,1,1,153,153,INR
37132,395693,2017-10-09,2017,10,9,2,2,347,347,INR
31082,267355,2017-10-09,2017,10,9,2,2,421,421,INR
65978,509803,2017-10-09,2017,10,9,1,1,426,426,INR
57719,273385,2017-10-09,2017,10,9,2,2,634,634,INR
11213,523120,2017-10-09,2017,10,9,1,1,241,241,INR
37068,293071,2017-10-09,2017,10,9,1,1,106,106,INR
99036,195925,2017-10-09,2017,10,9,1,1,926,926,INR
36782,394696,2017-10-09,2017,10,9,1,1,148,148,INR
47057,114763,2017-10-09,2017,10,9,2,2,301,301,INR
52428,54228,2017-10-09,2017,10,9,1,1,162,162,INR
88016,497434,2017-10-09,2017,10,9,1,1,144,144,INR
22432,451777,2017-10-09,2017,10,9,1,1,282,282,INR
10307,401482,2017-10-09,2017,10,9,1,1,245,245,INR
77465,16536,2017-10-09,2017,10,9,1,1,611,611,INR
26478,525407,2017-10-09,2017,10,9,1,1,537,537,INR
50342,362312,2017-10-09,2017,10,9,1,1,1116,1116,INR
45264,110210,2017-10-09,2017,10,9,30,30,25741,25741,INR
5986,409404,2017-10-09,2017,10,9,1,1,537,537,INR
61062,205283,2017-10-09,2017,10,9,3,3,6125,6125,INR
89532,114064,2017-10-09,2017,10,9,53,53,84370,84370,INR
86201,103721,2017-10-09,2017,10,9,23,23,40977,40977,INR
38713,185803,2017-10-09,2017,10,9,1,1,657,657,INR
37042,70708,2017-10-09,2017,10,9,1,1,579,579,INR
52099,512976,2017-10-09,2017,10,9,2,2,2324,2324,INR
46926,461524,2017-10-09,2017,10,9,40,40,39269,39269,INR
43207,407005,2017-10-09,2017,10,9,3,3,4185,4185,INR
9406,n/a,2017-10-09,2017,10,9,2,12889,5995,22305741,INR
1737,n/a,2017-10-09,2017,10,9,23,12889,23292,22305741,INR
49226,567335,2017-10-10,2017,10,10,100,100,41241,41241,INR
82777,385636,2017-10-10,2017,10,10,240,240,143560,143560,INR
92578,450591,2017-10-10,2017,10,10,100,100,41241,41241,INR
49796,155345,2017-10-10,2017,10,10,240,240,143560,143560,INR
922,36780,2017-10-10,2017,10,10,140,140,153019,153019,INR
82531,84145,2017-10-10,2017,10,10,1,1,0,0,INR
38871,114318,2017-10-10,2017,10,10,1,1,0,0,INR
92626,486864,2017-10-10,2017,10,10,1,1,0,0,INR
76257,374814,2017-10-10,2017,10,10,10,10,3014,3014,INR
99503,509976,2017-10-10,2017,10,10,1,1,269,269,INR
40693,444338,2017-10-10,2017,10,10,4,4,1477,1477,INR
46942,155506,2017-10-10,2017,10,10,7,7,2273,2273,INR
48749,507210,2017-10-10,2017,10,10,3,3,810,810,INR
4245,407031,2017-10-10,2017,10,10,2,2,1153,1153,INR
16317,318685,2017-10-10,2017,10,10,4,4,2241,2241,INR
86628,571534,2017-10-10,2017,10,10,1,1,0,0,INR
72713,423142,2017-10-10,2017,10,10,1,1,0,0,INR
91799,493202,2017-10-10,2017,10,10,5,5,1329,1329,INR
28444,465588,2017-10-10,2017,10,10,10,10,5944,5944,INR
30412,466200,2017-10-10,2017,10,10,7,7,9741,9741,INR
69109,543867,2017-10-10,2017,10,10,67,67,2685,2685,INR
10783,516759,2017-10-10,2017,10,10,38,38,2380,2380,INR
31890,525582,2017-10-10,2017,10,10,20,20,5861,5861,INR
11044,105814,2017-10-10,2017,10,10,3,3,1102,1102,INR
67168,369511,2017-10-10,2017,10,10,13,13,2671,2671,INR
87043,400884,2017-10-10,2017,10,10,1,1,93,93,INR
98706,298791,2017-10-10,2017,10,10,27,27,3931,3931,INR
51923,234642,2017-10-10,2017,10,10,67,67,16671,16671,INR
92948,564699,2017-10-10,2017,10,10,2,2,917,917,INR
75714,501648,2017-10-10,2017,10,10,13,13,5218,5218,INR
3378,538876,2017-10-10,2017,10,10,7,7,1704,1704,INR
16705,497818,2017-10-10,2017,10,10,13,13,4968,4968,INR
51893,163121,2017-10-10,2017,10,10,1,1,319,319,INR
2024,348504,2017-10-10,2017,10,10,11,11,2884,2884,INR
51715,482236,2017-10-10,2017,10,10,2,2,412,412,INR
21421,150945,2017-10-10,2017,10,10,1,1,167,167,INR
86103,545374,2017-10-10,2017,10,10,1,1,593,593,INR
45081,563587,2017-10-10,2017,10,10,1,1,42,42,INR
15802,97546,2017-10-10,2017,10,10,1,1,602,602,INR
32244,552205,2017-10-10,2017,10,10,1,1,324,324,INR
38951,76988,2017-10-10,2017,10,10,2,2,667,667,INR
91746,348551,2017-10-10,2017,10,10,1,1,1190,1190,INR
10668,507993,2017-10-10,2017,10,10,6,6,1588,1588,INR
31048,463562,2017-10-10,2017,10,10,1,1,181,181,INR
9169,522047,2017-10-10,2017,10,10,1,1,111,111,INR
28073,84325,2017-10-10,2017,10,10,1,1,181,181,INR
16183,469427,2017-10-10,2017,10,10,1,1,282,282,INR
15566,28649,2017-10-10,2017,10,10,7,7,1222,1222,INR
29815,60347,2017-10-10,2017,10,10,32,32,6713,6713,INR
91776,298317,2017-10-10,2017,10,10,69,69,10750,10750,INR
11448,50607,2017-10-10,2017,10,10,24,24,3366,3366,INR
12913,43666,2017-10-10,2017,10,10,64,64,18056,18056,INR
33839,487355,2017-10-10,2017,10,10,6,6,3704,3704,INR
29856,328482,2017-10-10,2017,10,10,12,12,5000,5000,INR
85542,447838,2017-10-10,2017,10,10,2,2,1019,1019,INR
48776,528834,2017-10-10,2017,10,10,7,7,3458,3458,INR
90942,376440,2017-10-10,2017,10,10,12,12,7917,7917,INR
13191,10541,2017-10-10,2017,10,10,6,6,1394,1394,INR
